"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently.Using","Employment"
"1524","East London Campus","IT","I am a developer by profession","Engineer; site reliability","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","APL;Assembly;Bash/Shell (all shells);C;C++;Go;Haskell;HTML/CSS;Lisp;Lua","Neo4J;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Google Cloud;Linode, now Akamai","None","Insurance","None","Writing code","Employed, full-time"
"1525","East London Campus","Computer Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Erlang;Go;Groovy;Lua;Python","Microsoft SQL Server;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Microsoft Azure","ASP.NET CORE;Blazor","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT;Google Bard AI","Writing code;Testing code","Employed, full-time"
"1526","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C++;HTML/CSS;Java;JavaScript;Lua;Python","MySQL","Vercel","jQuery;Next.js","Not Stated","None","None","Student, full-time"
"1527","East London Campus","IT","I am learning to code","N/A","Primary/elementary school","Not Stated","None","None","Flask;Node.js","Not Stated","ChatGPT;You.com","None","Student, full-time"
"1528","East London Campus","Data Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript","MySQL;SQLite","OVH","Elm;Flask","Not Stated","None","None","Student, full-time"
"1529","East London Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;C++;HTML/CSS;TypeScript","None","None","React","Manufacturing; Transportation; Supply Chain","ChatGPT","Writing code","Employed, full-time"
"1530","East London Campus","Computer Science","I am a developer by profession","Developer; desktop ;enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PHP;SAS;SQL","Microsoft SQL Server;PostgreSQL","Linode, now Akamai;Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;jQuery","Financial Services","ChatGPT","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"1531","East London Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Clojure;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","Couch DB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase;IBM Cloud Or Watson","Django;React;Spring Boot","Not Stated","Bing AI;ChatGPT;WolframAlpha","None","Employed, full-time"
"1532","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript","MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean","Angular;AngularJS;jQuery;Node.js;React;Symfony;Vue.js;WordPress","Financial Services","None","None","Employed, full-time"
"1533","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineering manager","Some college/university study without earning a degree","Java;JavaScript","None","Microsoft Azure","None","Not Stated","ChatGPT","None","Employed, full-time"
"1534","East London Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Groovy;Java;Kotlin;PowerShell;Python;SQL","Dynamodb;Elasticsearch;PostgreSQL;SQLite","Amazon Web Services (AWS)","None","Advertising Services","None","None","Employed, full-time"
"1535","East London Campus","Computer Science","I am learning to code","N/A","Some college/university study without earning a degree","Python;R","None","None","None","Not Stated","ChatGPT","Learning about a codebase;Writing code;Debugging and getting help;Committing and reviewing code","Student, full-time"
"1536","East London Campus","Computer Science","I am learning to code","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;MATLAB;Python;R;SQL","Microsoft SQL Server","None","ASP.NET;ASP.NET CORE;jQuery","Not Stated","ChatGPT","Writing code;Committing and reviewing code","Student, full-time"
"1537","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Java;VBA","H2;Microsoft SQL Server;PostgreSQL","Amazon Web Services (AWS)","Angular;Node.js;React;Spring Boot","Not Stated","None","None","Independent contractor, freelancer, or self-employed;Retired"
"1538","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL","MariaDB;MySQL","None","jQuery;Symfony","Not Stated","None","None","Employed, full-time"
"1539","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript","PostgreSQL","Vercel","Next.js;React","Manufacturing; Transportation; Supply Chain","ChatGPT","None","Employed, full-time"
"1540","East London Campus","Data Science","None of these","Not Stated","Not Stated","Not Stated","None","None","None","Not Stated","None","None","Not Stated"
"1541","East London Campus","IT","I am a developer by profession","Other (please specify):","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;C++;Python;Rust;SQL;TypeScript","MariaDB;PostgreSQL;SQLite","Managed Hosting;OpenStack","FastAPI;React","Not Stated","ChatGPT;WolframAlpha","Documenting code","Employed, full-time"
"1542","East London Campus","IT","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;SQL","Microsoft SQL Server;PostgreSQL;SQLite","Microsoft Azure","ASP.NET CORE;Blazor;jQuery;Symfony","Not Stated","ChatGPT","Writing code;Documenting code;Testing code","Employed, full-time"
"1543","East London Campus","Data Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript","Elasticsearch;MariaDB;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI)","Express;jQuery;Node.js;React;Symfony;Vue.js","Healthcare","ChatGPT;WolframAlpha","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"1544","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;PowerShell;Python","None","Microsoft Azure","ASP.NET;ASP.NET CORE","Not Stated","Bing AI;ChatGPT","Writing code;Debugging and getting help","Employed, full-time"
"1545","East London Campus","Data Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lisp;Python","None","None","None","Not Stated","None","None","Student, full-time"
"1546","East London Campus","Computer Science","None of these","Not Stated","Not Stated","Not Stated","None","None","None","Not Stated","None","None","Not Stated"
"1547","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;PowerShell;SQL;Visual Basic (.Net)","Microsoft SQL Server;Oracle","Microsoft Azure","ASP.NET;ASP.NET CORE","Financial Services","None","None","Employed, full-time"
"1548","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Swift","None","None","None","Information Services; IT; Software Development; Technology","None","None","Independent contractor, freelancer, or self-employed"
"1549","East London Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Assembly;C;Dart;Haskell;HTML/CSS;Java;R;Ruby","Cloud Firestore;SQLite","Firebase","None","Not Stated","ChatGPT","Learning about a codebase;Writing code","Student, full-time"
"1550","East London Campus","Computer Science","I am a developer by profession","Developer; back-end","Something else","C#","Microsoft SQL Server;PostgreSQL","Microsoft Azure","Angular;ASP.NET CORE","Information Services; IT; Software Development; Technology","None","Writing code;Documenting code;Testing code","Employed, full-time"
"1551","East London Campus","IT","I am a developer by profession","Blockchain","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Rust","SQLite","Cloudflare;Fly.io","None","Not Stated","WolframAlpha","None","Independent contractor, freelancer, or self-employed"
"1552","East London Campus","Computer Science","I am a developer by profession","Not Stated","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript","Cockroachdb;Microsoft SQL Server;PostgreSQL;Redis","Amazon Web Services (AWS);Google Cloud","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;Express","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT","Writing code;Committing and reviewing code","I prefer not to say"
"1553","East London Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP","MariaDB;MySQL","None","Node.js;Vue.js;WordPress","Not Stated","None","None","Student, full-time"
"1554","East London Campus","IT","I am a developer by profession","Research & Development role","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Python;Rust;TypeScript","MongoDB;MySQL;Redis","Amazon Web Services (AWS);Google Cloud","Flask;Node.js;React","Not Stated","ChatGPT","None","Employed, full-time"
"1555","East London Campus","IT","I am a developer by profession","Developer; game ;graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;C++;JavaScript;PowerShell;TypeScript","None","None","Node.js;Solid.js","Not Stated","None","None","Independent contractor, freelancer, or self-employed"
"1556","East London Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL","Cosmos DB;Microsoft SQL Server;Oracle;Redis","Cloudflare;Microsoft Azure;Oracle Cloud Infrastructure (OCI)","Angular;ASP.NET;ASP.NET CORE;Django;jQuery;Node.js","Not Stated","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code;Debugging and getting help","Employed, full-time"
"1557","East London Campus","Computer Science","I am a developer by profession","Developer; full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net)","Microsoft Access;Microsoft SQL Server;MySQL;Redis","Microsoft Azure;VMware","ASP.NET;ASP.NET CORE;jQuery;Node.js","Not Stated","None","None","Employed, full-time"
"1558","East London Campus","Data Science","I am a developer by profession","Research & Development role","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;Python;R;SQL","PostgreSQL","None","None","Information Services; IT; Software Development; Technology","ChatGPT","Writing code","Employed, full-time"
"1559","East London Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Some college/university study without earning a degree","Assembly;Bash/Shell (all shells);C;C++;Cobol;Fortran;Go;HTML/CSS;JavaScript;Lua;Perl;PHP;PowerShell;SQL;VBA","Elasticsearch;MySQL;PostgreSQL;SQLite","None","Node.js;Svelte;Vue.js;WordPress","Not Stated","WolframAlpha","None","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
"1560","East London Campus","Computer Science","I am a developer by profession","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;HTML/CSS;JavaScript;MATLAB;Python","Redis","Amazon Web Services (AWS);Microsoft Azure","FastAPI;Flask;WordPress","N/A","ChatGPT","Writing code;Documenting code;Committing and reviewing code","Not employed, and not looking for work"
"1561","East London Campus","IT","I am a developer by profession","Developer; QA ;test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;HTML/CSS;Java;Python;TypeScript","Elasticsearch;MongoDB;PostgreSQL","Amazon Web Services (AWS)","Spring Boot","Not Stated","Bing AI;ChatGPT","None","Employed, full-time"
"1562","East London Campus","Computer Science","I am a developer by profession","Data ;business analyst","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);Java;Python;SQL","Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);VMware","None","Financial Services","ChatGPT","Documenting code;Debugging and getting help;Testing code","Employed, full-time"
"1563","East London Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;Rust;SQL;TypeScript","Couch DB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Digital Ocean;Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Express;jQuery;NestJS;Node.js","Not Stated","None","Writing code","Employed, full-time"
"1564","East London Campus","Data Science","I am a developer by profession","N/A","Associate degree (A.A., A.S., etc.)","Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python","Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Render;Vercel","Express;Next.js;Node.js;React","Not Stated","Bing AI;ChatGPT","Learning about a codebase;Debugging and getting help","Student, full-time"
